Old typology,New typology
FIN.S.0055. Configuración insegura del servicio- AutoScalingGroup,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Acceso a información financiera,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Acceso remoto,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Antivirus,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: atributo userPassword en Directorio Activo,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: BIOS,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Bypass del proxy,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Certificado Wireless,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Citrix XenDesktop,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Controlador de dominio,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: CORS,134. Insecure or unset HTTP headers - CORS
FIN.S.0055. Configuración insegura del servicio: Credenciales en archivo GPP,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Credenciales en texto plano en campo userPassword Directorio,020. Non-encrypted confidential information
FIN.S.0055. Configuración insegura del servicio: Credenciales en texto plano en campo userPassword Directorio Activo,020. Non-encrypted confidential information
FIN.S.0055. Configuración insegura del servicio: DNS cache snooping,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: DNS recursivo,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Evasión de Antivirus,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Evasión del antivirus,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Firewall,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Jboss,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Kerberoast,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Keystore,009. Sensitive information in source code
FIN.S.0055. Configuración insegura del servicio: LFI,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Listado de directorios,125. Directory listing
FIN.S.0055. Configuración insegura del servicio: Mensaje de seguridad,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Permisos de red,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Permisos innecesarios,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Roles,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Servidor SSL,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Sudoers,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Unconstrained Delegation,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio: Wireless,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(DTSPC),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(RDP),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(RPC),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(sessionStorage),085. Sensitive data stored in client-side storage
FIN.S.0055. Configuración insegura del servicio(SIGNING),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(SMB),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(SMBv1),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(SMTP),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(SSHv1),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(TNS Listener),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio(TNS Poison),055. Insecure service configuration - ADB Backups
FIN.S.0055. Insecure service configuration,055. Insecure service configuration - ADB Backups
FIN.S.0055. Insecure service configuration - SSH,055. Insecure service configuration - ADB Backups
FIN.S.0055. Unsafe service configuration: Database,055. Insecure service configuration - ADB Backups
FIN.S.0056. Conexión anónima,056. Anonymous connection
FIN.S.0057. Envío de correo electrónico sin autorización,057. Excessive privileges - Temporary Files
FIN.S.0058. Depuración habilitada en producción,058. Debugging enabled in production - APK
FIN.S.0059. Información sensible almacenada en bitácoras,059. Sensitive information stored in logs
FIN.S.0059. Información sensible almacenada en bitácoras: bash_history,059. Sensitive information stored in logs
FIN.S.0059. Sensitive Information stored in logs,059. Sensitive information stored in logs
FIN.S.0062. Sesiones concurrentes,062. Concurrent sessions
FIN.S.0063. Falta de validación de datos,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Captcha,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - caracteres inválidos,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Categorías,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - chat bot,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Content Spoofing,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Modificación de datos no permitidos,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Modificar elementos del DOM,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Montos solicitados,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - pregunta titulo,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Prometeo - Asignación de usuarios,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Prometeo - Modificación de fases/etapas,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Rango de ingresos,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos - Reportes,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos: Modificación de datos no permitidos,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos: SOAP svc,063. Lack of data validation - Path Traversal
FIN.S.0063. Falta de validación de datos. Cantidad de registros solicitados,063. Lack of data validation - Path Traversal
FIN.S.0063. Improper data validation,063. Lack of data validation - Path Traversal
FIN.S.0063. Lack of data validation,063. Lack of data validation - Path Traversal
FIN.S.0065. Caché en formulario,065. Cached form fields
FIN.S.0065. Form cache enabled,065. Cached form fields
FIN.S.0067. Asignación inadecuada de recursos,067. Improper resource allocation
FIN.S.0067. Pérdida de rendimiento de la aplicación,067. Improper resource allocation
FIN.S.0068. Insecure session timeout,068. Insecure session expiration time
FIN.S.0068. Tiempo límite de inactividad inseguro,068. Insecure session expiration time
FIN.S.0068. Tiempo límite de inactividad inseguro - autenticación,068. Insecure session expiration time
FIN.S.0069. Captcha débil,069. Weak CAPTCHA
FIN.S.0070. Prácticas inadecuadas de programación - localStorage,085. Sensitive data stored in client-side storage
FIN.S.0075. Acceso no autorizado a archivos,075. Unauthorized access to files - APK Content Provider
FIN.S.0075. Acceso no autorizado a archivos - .htaccess,075. Unauthorized access to files - APK Content Provider
FIN.S.0075. Acceso no autorizado a archivos - Listado de Directorios,075. Unauthorized access to files - APK Content Provider
FIN.S.0075. Acceso no autorizado a archivos - s3 bucket,075. Unauthorized access to files - APK Content Provider
FIN.S.0076.  Unsafe session handling,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Acceso por url,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Authorization token,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - campos de sesión,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Cerrar sesión,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Cierre de sesión,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - ESTSAUTH cookie,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Huella,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Prometeo,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Session Fixation,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - SVE,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - userId,076. Insecure session management
FIN.S.0076. Manejo inseguro de sesión - Validación JWT,076. Insecure session management
FIN.S.0077. ARP Spoofing,077. ARP spoofing
FIN.S.0078. Insecurely generated token,078. Insecurely generated token
FIN.S.0078. Token generado de forma insegura,078. Insecurely generated token
FIN.S.0078. Token generado de forma insegura - Renovar token - Prometeo,078. Insecurely generated token
FIN.S.0078. Token generado de forma insegura - Roles,078. Insecurely generated token
FIN.S.0080. Controles de acceso físico inadecuados,014. Insecure functionality
FIN.S.0081. Ausencia de autenticación de múltiples factores,081. Lack of multi-factor authentication
FIN.S.0081. Ausencia de autenticación de múltiples factores - Cognito,081. Lack of multi-factor authentication
FIN.S.0081. Ausencia de doble factor de autenticación,081. Lack of multi-factor authentication
FIN.S.0082. Archivos eliminados de forma insegura,082. Insecurely deleted files
FIN.S.0082. datos eliminados de forma insegura,082. Insecurely deleted files
FIN.S.0083. Inyeccion  (XXE),083. XML injection (XXE)
FIN.S.0083. Inyección XML (XXE),083. XML injection (XXE)
FIN.S.0084. MDNS Spoofing,084. MDNS spoofing
FIN.S.0085. Almacenamiento inseguro de información sensible en el client-side storage,085. Sensitive data stored in client-side storage
FIN.S.0085. Almacenamiento inseguro de información sensible en el local storage,085. Sensitive data stored in client-side storage
